Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-02-27,S002,P0002,Electronics,North,51,28,153,19.82,31.47,20,Cloudy,1,30.16,Winter
2022-02-27,S002,P0003,Clothing,South,343,255,20,263.25,55.76,10,Cloudy,1,52.53,Winter
2022-02-27,S002,P0004,Furniture,East,494,280,113,291.88,34.71,15,Rainy,0,38.92,Summer
2022-02-27,S002,P0005,Toys,North,371,105,200,118.14,50.2,15,Snowy,0,51.83,Autumn
2022-02-27,S002,P0006,Electronics,South,215,143,140,149.76,76.29,20,Rainy,0,76.88,Winter
2022-02-27,S002,P0007,Toys,South,113,70,196,68.04,11.89,10,Snowy,1,15.67,Summer
2022-02-27,S002,P0008,Electronics,North,239,39,33,34.49,11.19,5,Sunny,0,7.39,Summer
2022-02-27,S002,P0009,Clothing,North,274,104,116,115.19,42.45,5,Snowy,1,45.57,Winter
2022-02-27,S002,P0010,Toys,South,126,86,181,97.92,98.43,15,Sunny,1,100.37,Summer
2022-02-27,S002,P0011,Furniture,South,324,211,141,227.23,48.19,5,Cloudy,0,43.39,Winter
2022-02-27,S002,P0012,Furniture,West,365,139,112,153.6,25.12,0,Cloudy,0,29.89,Summer
2022-02-27,S002,P0013,Furniture,South,406,208,157,209.77,80.18,15,Snowy,0,77.49,Summer
2022-02-27,S002,P0014,Electronics,West,386,318,173,315.03,23.39,5,Rainy,0,19.15,Winter
2022-02-27,S002,P0015,Toys,East,474,98,129,91.91,93.3,5,Sunny,1,96.31,Autumn
2022-02-27,S002,P0016,Electronics,South,317,63,61,76.19,78.47,15,Snowy,0,74.4,Winter
2022-02-27,S002,P0017,Toys,North,246,141,34,152.7,11.9,20,Snowy,1,14.19,Summer
2022-02-27,S002,P0018,Groceries,West,464,402,77,418.19,98.66,20,Cloudy,0,103.55,Summer
2022-02-27,S002,P0019,Electronics,West,310,184,97,183.86,27.03,0,Rainy,0,29.25,Autumn
2022-02-27,S002,P0020,Electronics,West,392,86,89,103.77,84.18,20,Sunny,0,79.76,Summer
2022-02-27,S003,P0001,Furniture,West,193,136,53,147.23,40.3,20,Sunny,0,42.83,Spring
2022-02-27,S003,P0002,Furniture,South,72,27,55,24.07,56.81,10,Rainy,0,54.65,Summer
2022-02-27,S003,P0003,Toys,West,341,81,161,95.53,95.9,5,Sunny,1,92.76,Summer
2022-02-27,S003,P0004,Groceries,South,87,21,197,25.25,21.72,10,Rainy,0,23.69,Winter
2022-02-27,S003,P0005,Electronics,North,372,183,87,201.28,78.9,15,Sunny,0,75.61,Winter
2022-02-27,S003,P0006,Groceries,East,87,39,144,47.05,39.93,10,Sunny,1,41.84,Winter
2022-02-27,S003,P0007,Clothing,North,276,147,21,151.66,35.47,20,Sunny,0,36.38,Autumn
2022-02-27,S003,P0008,Electronics,North,343,54,180,49.6,80.49,0,Rainy,1,76.02,Spring
2022-02-27,S003,P0009,Electronics,North,456,82,183,97.79,64.78,5,Rainy,0,65.99,Spring
2022-02-27,S003,P0010,Furniture,West,143,138,26,157.76,49.98,0,Sunny,1,51.54,Spring
2022-02-27,S003,P0011,Groceries,South,389,180,73,183.77,98.28,0,Cloudy,0,95.76,Winter
2022-02-27,S003,P0012,Toys,North,370,213,151,231.67,12.14,10,Cloudy,0,8.2,Summer
2022-02-27,S003,P0013,Electronics,North,380,300,175,318.8,52.7,20,Rainy,0,49.75,Summer
2022-02-27,S003,P0014,Toys,West,176,45,99,51.73,40.99,0,Snowy,0,41.77,Summer
2022-02-27,S003,P0015,Toys,West,115,78,159,94.2,21.04,20,Snowy,1,23.25,Autumn
2022-02-27,S003,P0016,Clothing,East,66,49,179,44.31,97.98,5,Rainy,1,98.49,Spring
2022-02-27,S003,P0017,Clothing,West,486,162,132,169.94,33.62,5,Sunny,1,30.73,Summer
2022-02-27,S003,P0018,Electronics,South,354,33,188,47.73,87.4,5,Snowy,1,89.86,Summer
2022-02-27,S003,P0019,Furniture,North,370,365,118,375.26,65.94,15,Cloudy,0,69.04,Spring
2022-02-27,S003,P0020,Electronics,East,458,245,93,239.89,78.58,10,Cloudy,1,78.06,Winter
2022-02-27,S004,P0001,Toys,East,372,155,22,148.58,52.03,5,Sunny,1,51.45,Autumn
2022-02-27,S004,P0002,Electronics,South,103,17,76,25.24,94.87,20,Snowy,0,90.87,Spring
2022-02-27,S004,P0003,Furniture,South,346,144,190,152.53,49.91,0,Snowy,1,48.6,Spring
2022-02-27,S004,P0004,Toys,North,479,194,101,193.48,33.91,5,Cloudy,0,38.23,Autumn
2022-02-27,S004,P0005,Clothing,North,469,20,75,13.26,49.81,20,Sunny,0,45.65,Winter
2022-02-27,S004,P0006,Furniture,West,153,114,125,106.9,87.42,0,Cloudy,0,92.22,Winter
2022-02-27,S004,P0007,Groceries,South,107,37,40,34.55,29.22,15,Snowy,0,32.76,Winter
2022-02-27,S004,P0008,Clothing,South,120,21,139,30.76,86.36,15,Snowy,0,87.59,Autumn
2022-02-27,S004,P0009,Clothing,West,317,120,66,132.71,62.39,10,Cloudy,0,64.05,Winter
2022-02-27,S004,P0010,Electronics,South,331,261,115,266.4,83.42,5,Cloudy,0,85.64,Summer
2022-02-27,S004,P0011,Toys,North,333,233,167,247.17,27.63,0,Sunny,0,32.33,Spring
2022-02-27,S004,P0012,Groceries,South,261,70,118,88.95,60.02,15,Snowy,1,59.94,Spring
2022-02-27,S004,P0013,Toys,South,220,188,90,202.96,69.27,10,Sunny,1,72.23,Autumn
2022-02-27,S004,P0014,Clothing,East,374,365,173,355.33,87.9,20,Rainy,1,85.01,Summer
2022-02-27,S004,P0015,Groceries,North,265,243,52,262.28,21.63,5,Cloudy,0,26.06,Winter
2022-02-27,S004,P0016,Electronics,South,145,96,161,106.6,34.72,15,Sunny,0,30.75,Winter
2022-02-27,S004,P0017,Electronics,West,133,127,101,138.32,83.53,15,Cloudy,0,80.3,Winter
2022-02-27,S004,P0018,Clothing,South,322,299,30,293.84,45.88,10,Snowy,0,41.59,Winter
2022-02-27,S004,P0019,Clothing,South,468,440,107,437.52,82.69,10,Snowy,0,78.02,Autumn
2022-02-27,S004,P0020,Toys,South,199,153,102,149.18,81.64,20,Cloudy,0,84.2,Summer
2022-02-27,S005,P0001,Groceries,East,315,158,79,158.28,81.94,10,Rainy,0,77.48,Summer
2022-02-27,S005,P0002,Groceries,East,324,162,118,171.48,94.53,20,Cloudy,0,96.08,Autumn
2022-02-27,S005,P0003,Furniture,East,132,74,194,79.9,25.0,0,Snowy,0,27.08,Autumn
2022-02-27,S005,P0004,Electronics,South,415,387,22,387.84,47.25,15,Rainy,0,48.3,Winter
2022-02-27,S005,P0005,Toys,East,370,118,56,123.06,72.41,20,Cloudy,1,72.68,Summer
2022-02-27,S005,P0006,Furniture,West,286,239,96,248.8,78.56,0,Cloudy,1,74.32,Autumn
2022-02-27,S005,P0007,Clothing,South,319,63,32,68.5,30.03,5,Rainy,0,33.83,Autumn
2022-02-27,S005,P0008,Electronics,South,86,86,124,105.0,83.36,5,Cloudy,1,83.33,Summer
2022-02-27,S005,P0009,Groceries,North,417,396,110,398.58,17.08,5,Rainy,1,12.47,Summer
2022-02-27,S005,P0010,Furniture,South,132,117,140,125.1,90.84,10,Snowy,1,89.49,Winter
2022-02-27,S005,P0011,Electronics,South,89,62,99,57.91,98.36,0,Rainy,1,101.05,Winter
2022-02-27,S005,P0012,Electronics,South,363,298,173,312.69,22.05,5,Snowy,0,20.19,Autumn
2022-02-27,S005,P0013,Clothing,East,447,213,96,221.55,97.47,5,Sunny,0,94.16,Winter
2022-02-27,S005,P0014,Electronics,West,303,237,83,254.14,60.26,15,Snowy,1,59.34,Spring
2022-02-27,S005,P0015,Toys,North,487,343,172,357.02,81.94,20,Cloudy,1,77.04,Autumn
2022-02-27,S005,P0016,Groceries,South,312,176,119,182.59,70.98,5,Rainy,1,72.86,Winter
2022-02-27,S005,P0017,Furniture,North,54,52,25,67.09,82.8,0,Rainy,1,80.65,Summer
2022-02-27,S005,P0018,Electronics,West,491,4,77,21.07,70.11,15,Rainy,0,66.42,Winter
2022-02-27,S005,P0019,Groceries,West,346,149,71,153.49,68.13,10,Sunny,0,70.7,Winter
2022-02-27,S005,P0020,Toys,East,383,362,105,376.18,68.18,0,Snowy,1,63.28,Winter
2022-02-28,S001,P0001,Furniture,South,361,344,103,338.3,89.39,10,Snowy,1,86.89,Summer
2022-02-28,S001,P0002,Clothing,North,182,15,76,21.35,32.76,20,Rainy,0,36.82,Winter
2022-02-28,S001,P0003,Groceries,South,357,88,71,102.75,51.84,0,Cloudy,0,52.57,Spring
2022-02-28,S001,P0004,Groceries,West,55,19,124,25.67,55.5,20,Cloudy,0,58.34,Summer
2022-02-28,S001,P0005,Clothing,East,407,63,88,55.25,24.79,15,Cloudy,0,27.04,Spring
2022-02-28,S001,P0006,Electronics,West,308,163,109,154.68,71.3,5,Rainy,1,74.39,Autumn
2022-02-28,S001,P0007,Toys,West,473,453,158,444.41,17.07,15,Snowy,0,20.2,Autumn
2022-02-28,S001,P0008,Furniture,East,171,155,200,165.99,69.76,10,Rainy,1,73.07,Winter
2022-02-28,S001,P0009,Clothing,South,381,381,86,374.43,13.63,5,Rainy,1,18.41,Autumn
2022-02-28,S001,P0010,Toys,South,442,178,30,186.79,70.14,20,Sunny,0,72.44,Winter
2022-02-28,S001,P0011,Toys,North,383,157,198,162.45,43.48,5,Sunny,0,46.51,Winter
2022-02-28,S001,P0012,Electronics,West,280,92,71,85.75,89.25,0,Cloudy,1,91.0,Spring
2022-02-28,S001,P0013,Clothing,East,407,282,166,289.25,32.36,5,Rainy,0,31.06,Winter
2022-02-28,S001,P0014,Electronics,South,450,248,115,239.2,84.4,20,Snowy,0,80.68,Summer
2022-02-28,S001,P0015,Electronics,West,139,27,109,46.23,80.28,5,Cloudy,1,76.82,Autumn
2022-02-28,S001,P0016,Clothing,West,250,167,185,173.62,69.13,20,Sunny,0,70.08,Winter
2022-02-28,S001,P0017,Clothing,West,415,54,25,71.69,68.92,15,Snowy,1,67.95,Winter
2022-02-28,S001,P0018,Electronics,West,196,23,84,41.85,20.39,5,Cloudy,0,17.59,Autumn
2022-02-28,S001,P0019,Toys,South,316,149,31,160.23,30.92,0,Rainy,0,33.1,Autumn
2022-02-28,S001,P0020,Toys,West,304,115,21,132.1,89.59,0,Sunny,1,92.87,Winter
2022-02-28,S002,P0001,Furniture,South,87,26,61,26.4,52.02,15,Cloudy,1,47.43,Spring
2022-02-28,S002,P0002,Toys,South,288,231,167,237.83,96.29,5,Sunny,1,95.7,Spring
2022-02-28,S002,P0003,Furniture,North,470,331,83,337.16,14.87,5,Snowy,0,10.46,Winter
2022-02-28,S002,P0004,Electronics,East,82,53,27,70.21,96.13,20,Sunny,0,95.5,Autumn
2022-02-28,S002,P0005,Furniture,North,231,225,111,244.03,27.85,5,Sunny,0,32.7,Spring
2022-02-28,S002,P0006,Toys,North,359,126,67,128.8,42.71,15,Sunny,0,39.98,Winter
2022-02-28,S002,P0007,Groceries,East,103,38,78,34.49,46.83,0,Cloudy,1,45.06,Summer
2022-02-28,S002,P0008,Electronics,West,495,414,36,405.0,56.17,5,Snowy,0,57.77,Autumn
2022-02-28,S002,P0009,Electronics,West,490,130,99,140.36,64.26,20,Sunny,1,62.84,Spring
2022-02-28,S002,P0010,Clothing,South,393,204,86,196.06,55.29,15,Sunny,0,57.89,Summer
2022-02-28,S002,P0011,Electronics,East,397,230,35,223.14,50.44,20,Rainy,1,49.74,Spring
2022-02-28,S002,P0012,Clothing,East,146,48,101,44.69,56.92,15,Rainy,1,56.62,Spring
2022-02-28,S002,P0013,Clothing,South,391,316,87,313.79,22.44,15,Snowy,1,26.5,Spring
2022-02-28,S002,P0014,Toys,West,109,109,89,117.75,78.01,5,Cloudy,0,79.75,Spring
2022-02-28,S002,P0015,Toys,North,87,31,180,23.93,19.29,10,Cloudy,0,15.2,Winter
2022-02-28,S002,P0016,Electronics,South,335,293,109,306.81,36.84,5,Snowy,1,41.28,Summer
2022-02-28,S002,P0017,Clothing,East,284,275,82,265.28,30.02,15,Snowy,0,31.37,Spring
2022-02-28,S002,P0018,Clothing,West,287,74,54,79.12,30.25,0,Snowy,1,34.72,Autumn
2022-02-28,S002,P0019,Electronics,South,397,299,192,295.39,50.92,15,Sunny,0,51.17,Summer
2022-02-28,S002,P0020,Electronics,North,240,24,34,29.19,49.61,0,Snowy,1,51.68,Winter
2022-02-28,S003,P0001,Furniture,South,151,74,161,71.73,66.59,10,Snowy,1,67.5,Winter
2022-02-28,S003,P0002,Furniture,East,84,37,38,50.78,53.65,5,Cloudy,1,50.73,Spring
2022-02-28,S003,P0003,Clothing,North,275,21,62,26.64,21.3,15,Rainy,0,17.33,Winter
2022-02-28,S003,P0004,Toys,North,323,295,123,311.6,64.49,5,Sunny,0,65.91,Summer
2022-02-28,S003,P0005,Toys,North,391,120,154,122.12,50.97,5,Rainy,1,50.94,Summer
2022-02-28,S003,P0006,Toys,West,474,210,126,216.75,57.12,10,Snowy,1,59.38,Spring
2022-02-28,S003,P0007,Furniture,East,66,54,51,51.03,45.64,0,Cloudy,1,47.92,Autumn
2022-02-28,S003,P0008,Furniture,West,84,80,169,88.52,36.75,0,Rainy,1,40.02,Autumn
2022-02-28,S003,P0009,Clothing,East,284,54,144,62.03,23.97,5,Sunny,0,22.13,Summer
2022-02-28,S003,P0010,Electronics,North,59,12,124,16.81,38.19,20,Cloudy,1,37.9,Spring
2022-02-28,S003,P0011,Groceries,West,232,203,190,219.71,99.9,10,Rainy,0,100.82,Winter
2022-02-28,S003,P0012,Electronics,South,134,94,98,94.01,46.45,10,Rainy,0,50.59,Spring
2022-02-28,S003,P0013,Groceries,East,250,19,28,14.65,18.46,10,Cloudy,1,19.39,Spring
2022-02-28,S003,P0014,Electronics,East,469,254,76,256.11,59.84,10,Cloudy,1,61.41,Winter
2022-02-28,S003,P0015,Furniture,South,245,17,175,20.72,14.76,10,Sunny,1,12.26,Winter
2022-02-28,S003,P0016,Furniture,West,407,129,171,137.74,99.86,20,Snowy,0,97.96,Spring
2022-02-28,S003,P0017,Clothing,South,471,408,93,415.44,87.31,15,Rainy,1,89.47,Spring
2022-02-28,S003,P0018,Clothing,North,345,302,124,306.83,59.33,0,Rainy,0,59.64,Spring
2022-02-28,S003,P0019,Electronics,West,191,69,92,77.32,15.57,0,Sunny,1,17.32,Autumn
2022-02-28,S003,P0020,Groceries,West,349,219,44,221.58,46.82,15,Sunny,0,42.75,Summer
2022-02-28,S004,P0001,Electronics,South,129,101,33,91.62,40.0,10,Snowy,1,39.64,Winter
2022-02-28,S004,P0002,Groceries,West,442,284,113,277.7,30.52,10,Cloudy,1,33.25,Autumn
2022-02-28,S004,P0003,Groceries,South,494,318,88,310.34,45.48,0,Rainy,1,46.21,Winter
2022-02-28,S004,P0004,Clothing,East,473,56,116,48.23,95.59,0,Snowy,1,97.79,Autumn
2022-02-28,S004,P0005,Electronics,West,77,18,131,17.95,78.07,5,Sunny,0,74.31,Summer
2022-02-28,S004,P0006,Clothing,East,439,376,191,366.48,62.21,0,Snowy,1,65.18,Winter
2022-02-28,S004,P0007,Furniture,North,155,82,170,88.16,45.56,20,Snowy,1,48.56,Summer
2022-02-28,S004,P0008,Electronics,East,199,1,104,-4.57,76.49,5,Sunny,0,71.94,Spring
2022-02-28,S004,P0009,Clothing,West,294,154,127,170.2,99.1,20,Cloudy,1,96.63,Winter
2022-02-28,S004,P0010,Groceries,South,184,59,58,69.73,75.66,15,Snowy,1,80.18,Winter
2022-02-28,S004,P0011,Furniture,West,154,71,52,72.73,30.8,10,Sunny,1,31.85,Summer
2022-02-28,S004,P0012,Clothing,West,54,1,99,8.13,14.03,10,Snowy,0,14.88,Autumn
2022-02-28,S004,P0013,Electronics,East,307,297,21,302.22,49.74,10,Cloudy,1,48.49,Winter
2022-02-28,S004,P0014,Toys,West,188,100,191,103.67,28.42,5,Cloudy,0,26.96,Autumn
2022-02-28,S004,P0015,Groceries,South,255,157,68,152.24,94.96,10,Rainy,1,90.85,Spring
2022-02-28,S004,P0016,Clothing,West,123,86,175,104.06,33.56,15,Snowy,0,29.79,Summer
2022-02-28,S004,P0017,Electronics,West,472,260,76,266.62,37.38,15,Snowy,1,33.85,Winter
2022-02-28,S004,P0018,Toys,South,392,209,51,205.51,94.16,15,Sunny,0,92.34,Spring
2022-02-28,S004,P0019,Groceries,South,201,1,119,20.53,40.73,15,Sunny,1,37.25,Summer
2022-02-28,S004,P0020,Groceries,East,435,399,136,390.3,84.98,10,Snowy,1,81.22,Summer
2022-02-28,S005,P0001,Electronics,East,189,146,77,136.45,35.6,15,Cloudy,1,39.05,Winter
2022-02-28,S005,P0002,Clothing,South,152,61,156,54.02,89.72,0,Cloudy,0,88.81,Winter
2022-02-28,S005,P0003,Toys,West,257,121,42,111.71,95.55,10,Cloudy,0,98.04,Summer
2022-02-28,S005,P0004,Clothing,South,430,161,133,154.26,82.07,10,Rainy,1,78.44,Autumn
2022-02-28,S005,P0005,Electronics,South,53,28,36,35.48,92.93,0,Rainy,1,90.58,Autumn
2022-02-28,S005,P0006,Electronics,East,236,106,63,101.29,15.79,15,Cloudy,0,16.62,Autumn
2022-02-28,S005,P0007,Furniture,North,266,26,66,28.42,33.66,15,Cloudy,0,38.21,Winter
2022-02-28,S005,P0008,Groceries,North,106,96,150,86.19,33.6,20,Rainy,1,29.97,Summer
2022-02-28,S005,P0009,Electronics,West,459,366,185,385.97,78.39,0,Snowy,0,77.96,Spring
2022-02-28,S005,P0010,Furniture,West,60,52,147,69.67,31.3,10,Rainy,1,31.05,Spring
2022-02-28,S005,P0011,Electronics,East,414,92,139,108.51,28.77,10,Rainy,0,24.17,Autumn
2022-02-28,S005,P0012,Groceries,South,399,261,170,254.66,60.9,0,Rainy,1,63.18,Winter
2022-02-28,S005,P0013,Groceries,South,337,11,181,28.78,27.2,10,Cloudy,0,28.36,Summer
2022-02-28,S005,P0014,Groceries,West,139,105,199,119.42,36.1,20,Rainy,1,39.18,Winter
2022-02-28,S005,P0015,Clothing,East,198,189,173,184.27,55.49,10,Cloudy,0,58.97,Summer
2022-02-28,S005,P0016,Groceries,South,418,95,138,100.18,57.43,10,Snowy,0,60.16,Summer
2022-02-28,S005,P0017,Electronics,East,207,104,50,104.8,36.06,20,Cloudy,1,35.73,Summer
2022-02-28,S005,P0018,Electronics,West,200,37,122,46.36,34.74,15,Sunny,0,38.02,Summer
2022-02-28,S005,P0019,Clothing,East,498,67,173,83.39,30.4,10,Sunny,1,25.57,Autumn
2022-02-28,S005,P0020,Clothing,North,436,363,20,358.56,41.64,0,Rainy,1,37.94,Summer
2022-03-01,S001,P0001,Toys,North,263,28,113,33.68,15.95,5,Snowy,0,13.91,Winter
2022-03-01,S001,P0002,Groceries,West,215,41,32,51.76,47.19,20,Snowy,1,43.17,Winter
2022-03-01,S001,P0003,Electronics,West,213,172,183,190.91,44.26,15,Sunny,1,46.98,Summer
2022-03-01,S001,P0004,Furniture,West,268,255,33,257.69,82.78,20,Rainy,0,84.63,Spring
2022-03-01,S001,P0005,Clothing,North,442,97,125,95.35,42.75,15,Rainy,1,40.68,Summer
2022-03-01,S001,P0006,Groceries,West,377,57,29,63.2,60.02,20,Rainy,1,56.14,Spring
2022-03-01,S001,P0007,Groceries,South,379,366,174,385.72,63.65,10,Cloudy,0,59.25,Autumn
2022-03-01,S001,P0008,Toys,West,374,120,199,118.7,90.71,0,Cloudy,0,87.63,Winter
2022-03-01,S001,P0009,Groceries,North,63,24,156,30.83,83.25,5,Snowy,0,80.0,Winter
2022-03-01,S001,P0010,Toys,North,53,30,79,25.0,98.14,20,Rainy,0,96.81,Autumn
2022-03-01,S001,P0011,Groceries,North,170,35,167,37.04,15.77,20,Snowy,0,15.34,Summer
2022-03-01,S001,P0012,Furniture,North,397,319,107,316.89,33.11,5,Rainy,0,34.7,Spring
2022-03-01,S001,P0013,Furniture,West,182,13,163,24.87,51.73,20,Sunny,1,55.23,Autumn
2022-03-01,S001,P0014,Furniture,North,91,51,191,52.78,64.98,5,Cloudy,0,64.51,Autumn
2022-03-01,S001,P0015,Groceries,South,384,81,177,94.36,26.92,15,Rainy,1,29.69,Autumn
2022-03-01,S001,P0016,Clothing,South,100,92,52,91.64,14.16,20,Sunny,0,10.42,Summer
2022-03-01,S001,P0017,Clothing,West,220,105,51,108.73,87.95,5,Cloudy,0,86.52,Spring
2022-03-01,S001,P0018,Clothing,South,332,123,32,141.24,66.8,10,Snowy,1,62.47,Summer
2022-03-01,S001,P0019,Toys,West,173,75,117,94.73,76.54,0,Cloudy,1,74.91,Spring
2022-03-01,S001,P0020,Clothing,West,468,446,121,440.35,93.31,0,Snowy,0,92.03,Autumn
2022-03-01,S002,P0001,Groceries,East,176,114,112,109.98,82.04,5,Rainy,1,78.76,Spring
2022-03-01,S002,P0002,Electronics,East,297,287,99,289.81,41.36,10,Sunny,0,40.05,Summer
2022-03-01,S002,P0003,Groceries,North,239,204,88,207.7,36.36,5,Sunny,1,33.4,Summer
2022-03-01,S002,P0004,Toys,North,350,63,168,74.19,76.48,20,Snowy,1,78.71,Summer
2022-03-01,S002,P0005,Electronics,East,164,158,58,148.57,56.76,20,Rainy,0,55.06,Summer
2022-03-01,S002,P0006,Groceries,South,55,23,160,41.94,59.55,10,Rainy,1,58.63,Autumn
2022-03-01,S002,P0007,Toys,North,210,72,23,66.27,91.82,5,Sunny,1,94.62,Autumn
2022-03-01,S002,P0008,Electronics,West,257,37,71,34.98,40.6,10,Rainy,0,37.49,Autumn
2022-03-01,S002,P0009,Electronics,South,121,8,104,5.39,38.78,10,Cloudy,0,41.65,Autumn
2022-03-01,S002,P0010,Toys,North,300,31,194,33.96,88.84,5,Rainy,0,88.4,Summer
2022-03-01,S002,P0011,Clothing,West,219,209,73,216.65,68.94,20,Cloudy,0,64.12,Winter
2022-03-01,S002,P0012,Toys,West,175,90,130,94.92,53.6,15,Cloudy,1,50.52,Summer
2022-03-01,S002,P0013,Groceries,East,199,48,173,60.15,21.64,10,Rainy,0,19.94,Winter
2022-03-01,S002,P0014,Toys,East,219,93,77,108.92,52.35,20,Snowy,0,48.27,Winter
2022-03-01,S002,P0015,Electronics,West,101,65,112,67.07,87.24,5,Rainy,1,86.46,Spring
2022-03-01,S002,P0016,Electronics,North,104,75,117,77.65,27.22,15,Snowy,0,29.19,Winter
2022-03-01,S002,P0017,Groceries,South,133,9,161,23.25,43.09,0,Sunny,0,41.48,Spring
2022-03-01,S002,P0018,Groceries,South,227,7,73,17.87,26.0,15,Cloudy,1,23.03,Winter
2022-03-01,S002,P0019,Clothing,East,82,11,36,19.58,28.76,20,Cloudy,1,25.16,Winter
2022-03-01,S002,P0020,Furniture,East,320,296,61,292.26,89.74,10,Cloudy,1,91.17,Spring
2022-03-01,S003,P0001,Groceries,North,408,4,41,6.97,33.36,15,Rainy,1,28.93,Summer
2022-03-01,S003,P0002,Electronics,South,206,170,62,179.27,14.17,10,Cloudy,0,13.68,Autumn
2022-03-01,S003,P0003,Groceries,East,466,144,109,158.65,51.03,10,Snowy,0,48.8,Winter
2022-03-01,S003,P0004,Furniture,East,168,13,51,29.18,43.0,20,Snowy,0,46.24,Autumn
2022-03-01,S003,P0005,Furniture,East,375,157,88,158.78,30.17,15,Snowy,0,26.7,Spring
2022-03-01,S003,P0006,Clothing,South,438,426,92,419.68,85.74,10,Cloudy,1,88.98,Summer
2022-03-01,S003,P0007,Furniture,West,114,27,128,35.43,66.19,0,Sunny,1,69.98,Winter
2022-03-01,S003,P0008,Toys,East,470,69,184,73.56,41.7,0,Cloudy,1,44.07,Autumn
2022-03-01,S003,P0009,Toys,East,479,382,176,397.4,90.88,10,Snowy,1,90.46,Spring
2022-03-01,S003,P0010,Groceries,North,376,284,91,300.85,55.95,15,Snowy,1,57.87,Autumn
2022-03-01,S003,P0011,Groceries,East,217,97,123,93.15,92.31,5,Rainy,0,96.79,Spring
2022-03-01,S003,P0012,Groceries,East,405,41,107,36.23,25.62,10,Sunny,0,27.54,Spring
2022-03-01,S003,P0013,Groceries,South,446,427,78,425.5,63.81,10,Cloudy,0,60.33,Winter
2022-03-01,S003,P0014,Toys,South,387,52,80,43.97,25.87,0,Cloudy,1,23.81,Autumn
2022-03-01,S003,P0015,Furniture,East,190,169,30,177.12,99.36,20,Sunny,0,103.85,Summer
2022-03-01,S003,P0016,Furniture,West,490,272,25,281.88,35.59,20,Rainy,1,33.09,Winter
2022-03-01,S003,P0017,Clothing,South,438,193,46,205.9,70.94,20,Rainy,1,65.98,Spring
2022-03-01,S003,P0018,Electronics,South,162,143,179,160.82,98.0,15,Rainy,0,101.97,Winter
2022-03-01,S003,P0019,Toys,West,352,272,73,290.43,57.7,10,Rainy,0,57.54,Spring
2022-03-01,S003,P0020,Furniture,North,451,294,172,294.99,34.13,15,Rainy,0,32.91,Autumn
2022-03-01,S004,P0001,Groceries,North,222,219,128,228.39,86.75,20,Rainy,1,85.88,Summer
2022-03-01,S004,P0002,Toys,West,404,390,100,399.61,75.39,20,Cloudy,1,75.58,Summer
2022-03-01,S004,P0003,Toys,East,285,263,128,273.51,97.13,10,Cloudy,0,94.88,Summer
2022-03-01,S004,P0004,Electronics,East,144,73,125,68.7,28.43,20,Sunny,0,27.12,Autumn
2022-03-01,S004,P0005,Clothing,West,257,227,165,219.02,72.68,20,Rainy,1,68.45,Spring
2022-03-01,S004,P0006,Groceries,South,327,121,198,113.36,38.32,10,Snowy,0,41.47,Autumn
2022-03-01,S004,P0007,Clothing,West,178,68,176,77.34,28.16,0,Snowy,1,26.15,Autumn
2022-03-01,S004,P0008,Electronics,West,211,18,164,37.0,87.52,15,Sunny,1,90.76,Winter
2022-03-01,S004,P0009,Toys,East,134,4,163,13.38,97.06,10,Snowy,1,101.76,Spring
2022-03-01,S004,P0010,Furniture,North,212,13,51,9.21,31.91,15,Sunny,1,29.62,Summer
2022-03-01,S004,P0011,Toys,East,458,319,57,337.32,92.74,5,Sunny,1,88.03,Winter
2022-03-01,S004,P0012,Electronics,West,162,124,37,126.04,72.66,20,Snowy,0,71.07,Spring
2022-03-01,S004,P0013,Electronics,East,308,133,180,134.8,80.51,5,Rainy,1,78.17,Summer
2022-03-01,S004,P0014,Furniture,West,439,20,120,20.96,24.72,0,Sunny,0,20.03,Winter
2022-03-01,S004,P0015,Clothing,East,400,29,67,25.95,88.76,20,Rainy,0,92.19,Winter
2022-03-01,S004,P0016,Furniture,West,127,41,190,51.54,76.84,20,Sunny,0,79.01,Autumn
2022-03-01,S004,P0017,Electronics,West,148,79,150,82.11,77.65,5,Snowy,0,75.69,Winter
2022-03-01,S004,P0018,Groceries,West,321,256,157,249.25,10.04,0,Cloudy,1,13.82,Winter
2022-03-01,S004,P0019,Groceries,South,477,389,91,387.19,34.25,0,Sunny,1,35.63,Summer
2022-03-01,S004,P0020,Groceries,South,233,44,47,55.52,36.87,5,Rainy,0,39.37,Summer
2022-03-01,S005,P0001,Furniture,East,263,105,53,98.03,44.78,15,Snowy,0,43.44,Winter
2022-03-01,S005,P0002,Furniture,West,413,222,93,240.31,29.02,20,Cloudy,0,31.38,Spring
2022-03-01,S005,P0003,Electronics,North,133,63,47,64.72,95.53,15,Cloudy,1,94.51,Winter
2022-03-01,S005,P0004,Toys,South,77,47,124,39.7,44.91,20,Rainy,1,48.12,Summer
2022-03-01,S005,P0005,Electronics,East,193,83,169,76.42,15.0,10,Rainy,1,10.62,Spring
2022-03-01,S005,P0006,Groceries,West,146,43,193,42.05,38.85,15,Sunny,1,34.35,Summer
2022-03-01,S005,P0007,Clothing,South,452,411,133,412.03,48.57,5,Sunny,1,46.14,Autumn
